id,validator address,staked,delegated,commission rate,Total Staked,Rewards Earned
0,0x92668bA72601aAe3FEf3A7aAe425489780ECDce2,350000000000000000000000,9449832365475147910355628,80000000000000000
1,0xa312F7156A2F4290D53e5694afE44e9cC7f1B811,350000000000000000000000,9449998467500000000000000,80000000000000000
2,0xb8950c47E8B9e539601cB47A167DE8bf4Cb1289E,350000000000000000000000,9449918607903004166320580,100000000000000000
3,0xBdA128c3DB1d7fFa1C4432569FB4778f54678beE,350000000000000000000000,9449939869500010000000000,100000000000000000
4,0xE9249B01e193b2d8aa8b9ac7Cd33Ded0033fE735,350000000000000000000000,7346357884720749246626943,100000000000000000
5,0xf67963364c06570E3bDC98f3df0E1173eB2c4452,175000000000000000000000,4724817000000000000000000,100000000000000000
6,0x7dE0c34B3037cC27298Bd46Dfd5cD9e1ab6E26c7,0,0,70000000000000000
7,0x75Ce9d9C53f08B96D88f8FD6494d0B664be16878,259410130000000000000000,7004045076539500000000000,100000000000000000
8,0x6684c84B9Bcd4f1e8D2da003f1947994f7827960,0,0,100000000000000000
9,0x6c7C332a090c8D2085857cf3220eA01C6d45a723,220588000000000000000000,5955824803120009997700000,50000000000000000
10,0xfAae07bac050bee1Efc1A589Be6629c3775f3272,350000000000000000000000,9449964110001761484455363,100000000000000000
11,0x1678f078129FF07669A9F50f59ebfAf06bc39883,350000000000000000000000,9449997881402930043145060,75000000000000000
12,0xF251d93B7Ef841FF72Bee6Bb603d1782092e7dB1,350000000000000000000000,18087531000000006102000,90000000000000000
13,0xf294a9222D909b1c99E1c50357F305B0588feF32,175000000000000000000000,566102284331860143407243,70000000000000000
14,0x47cC69701c11E21a228C815F3A81B204A7fDd5C3,0,0,200000000000000000
15,0x33F5e023c897F95A387c222A555c15574bD7781c,350000000000000000000000,0,100000000000000000
